Cluster,ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,Organism
Upregulated_in_human_Dendritic_cells,R-HSA-69236,G1 Phase,0.069767441860465,0.004166272133321,0.000741276664672,0.003671084434564,0.00197859560871,CDK7/LYN/SRC,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-69236,G1 Phase,0.026548672566372,0.004166272133321,0.011488545174088,0.040988164395294,0.025590783138206,CDK4/CDK6/ABL1,3,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-69236,G1 Phase,0.051724137931035,0.004401502952228,0.002064736973371,0.012572773355706,0.008072655835736,Cdk4/Cdk6/Abl1,3,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-69206,G1/S Transition,0.116279069767442,0.012309440393902,0.000173073597409,0.001199976942037,0.000646748706108,AKT1/AKT3/CDK2/CDK7/CDC7,5,Human
Downregulated_in_human_Dendritic_cells,R-HSA-69481,G2/M Checkpoints,0.053097345132743,0.015907584509043,0.009237560820337,0.038266588556058,0.023891579035666,CHEK1/CHEK2/CDK1/WEE1/ATM/ATR,6,Human
Downregulated_in_human_Monocytes,R-HSA-69481,G2/M Checkpoints,0.080645161290323,0.015907584509043,0.002989059620072,0.013204098321676,0.007514651676419,CHEK2/CDK1/CDK2/ATM/ATR,5,Human
Upregulated_in_human_Dendritic_cells,R-HSA-69275,G2/M Transition,0.093023255813954,0.018464160590853,0.007928273358205,0.022172880831643,0.011950464618269,CDK11B/CDK2/CDK7/PKMYT1,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-180292,GAB1 signalosome,0.046511627906977,0.00104156803333,0.000870142980756,0.004209063720868,0.002268549019597,SRC/PIK3CA,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,0.046511627906977,0.00170438405454,0.002377188993106,0.009329345482378,0.005028215049966,MAPK1/MAPK7,2,Human
Downregulated_in_human_Monocytes,R-HSA-881907,Gastrin-CREB signalling pathway via PKC and MAPK,0.032258064516129,0.00170438405454,0.004883725636721,0.018831314955154,0.010717185607791,MAPK1/MAPK3,2,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-881907,Gastrin-CREB signalling pathway via PKC and MAPK,0.03448275862069,0.001932367149758,0.005468307307483,0.024862570558021,0.015963619929212,Rps6ka1/Mapk3,2,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome,0.035398230088496,0.005681280181801,0.003822825435611,0.020470922951565,0.012780932193991,PRKACA/PRKACB/CSNK1A1/GSK3B,4,Human
Downregulated_in_human_Dendritic_cells,R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,0.017699115044248,0.00132563204242,0.009494712248866,0.038266588556058,0.023891579035666,CDK1/MAPK3,2,Human
Downregulated_in_human_Monocytes,R-HSA-162658,Golgi Cisternae Pericentriolar Stack Reorganization,0.048387096774194,0.00132563204242,6.69790505601276E-05,0.00055409941827,0.000315346343307,CDK1/MAPK1/MAPK3,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-114604,GPVI-mediated activation cascade,0.026548672566372,0.003314080106051,0.006085522897435,0.027812348448609,0.017364519446357,PDPK1/LCK/PIK3CG,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-982772,Growth hormone receptor signaling,0.046511627906977,0.00227251207272,0.004222398910686,0.014637649557045,0.007889219017334,MAPK1/LYN,2,Human
Downregulated_in_human_Monocytes,R-HSA-982772,Growth hormone receptor signaling,0.032258064516129,0.00227251207272,0.008612988372946,0.028815512571253,0.016399343186879,MAPK1/MAPK3,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-5685938,HDR through Single Strand Annealing (SSA),0.026548672566372,0.003503456112111,0.007113761119013,0.031471279190515,0.019648957027675,ABL1/ATM/ATR,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-5693579,Homologous DNA Pairing and Strand Exchange,0.026548672566372,0.003976896127261,0.010112867849735,0.039740668406209,0.024811914413698,CHEK1/ATM/ATR,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-2428924,IGF1R signaling cascade,0.046511627906977,0.004734400151501,0.017529901481947,0.042896700097001,0.023119931985479,IGF1R/PIK3CA,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-6788467,IL-6-type cytokine receptor ligand interactions,0.017699115044248,0.00160969605151,0.013896785151124,0.046859281637632,0.02925638979184,JAK1/TYK2,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-74751,Insulin receptor signalling cascade,0.046511627906977,0.004829088154531,0.018198765934194,0.043761194385114,0.023585866406957,MAPK1/PIK3CA,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-74751,Insulin receptor signalling cascade,0.035398230088496,0.004829088154531,0.002108618079801,0.012404955299256,0.007744980181129,PDPK1/MAPK3/INSR/PIK3R4,4,Human
Downregulated_in_human_Monocytes,R-HSA-74751,Insulin receptor signalling cascade,0.064516129032258,0.004829088154531,0.000218892673414,0.001659936106724,0.000944694695787,PDPK1/MAPK1/MAPK3/PIK3CA,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-354192,Integrin alphaIIb beta3 signaling,0.069767441860465,0.00255657608181,0.000171797345577,0.001199976942037,0.000646748706108,AKT1/SRC/SYK,3,Human
Downregulated_in_human_Monocytes,R-HSA-354192,Integrin alphaIIb beta3 signaling,0.032258064516129,0.00255657608181,0.010830627375283,0.032852903038358,0.018697083047857,PDPK1/SYK,2,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-354192,Integrin alphaIIb beta3 signaling,0.05,0.002791196994096,0.005474988168966,0.020774955106899,0.012552604453722,Akt1/Src,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-9006921,Integrin signaling,0.069767441860465,0.00255657608181,0.000171797345577,0.001199976942037,0.000646748706108,AKT1/SRC/SYK,3,Human
Downregulated_in_human_Monocytes,R-HSA-9006921,Integrin signaling,0.032258064516129,0.00255657608181,0.010830627375283,0.032852903038358,0.018697083047857,PDPK1/SYK,2,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-9006921,Integrin signaling,0.05,0.002791196994096,0.005474988168966,0.020774955106899,0.012552604453722,Akt1/Src,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-912526,Interleukin receptor SHC signaling,0.046511627906977,0.00255657608181,0.005328441264884,0.017453791859777,0.00940702850742,JAK3/PIK3CA,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-446652,Interleukin-1 family signaling,0.070796460176991,0.013256320424202,0.000123888986013,0.001141843487756,0.000712905042322,MAP2K4/MAP2K6/MAP3K3/MAP3K8/IRAK1/IRAK3/IRAK4/CHUK,8,Human
Upregulated_in_human_Monocytes,R-HSA-446652,Interleukin-1 family signaling,0.1,0.013256320424202,0.007124755370147,0.044435974282235,0.030591054913375,MAP2K4/MAP2K6/RIPK2,3,Human
Downregulated_in_human_Monocytes,R-HSA-446652,Interleukin-1 family signaling,0.096774193548387,0.013256320424202,0.000162835694478,0.0012557667964,0.000714675840172,MAPK8/MAP3K3/MAP3K7/IRAK3/IRAK4/TBK1,6,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-446652,Interleukin-1 family signaling,0.075,0.011808910359635,0.011529012559215,0.037571017398855,0.022701089745081,Map3k8/Ripk2/Tbk1,3,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-9020702,Interleukin-1 signaling,0.070796460176991,0.009847552315122,1.46950215609318E-05,0.000188984812167,0.000117991849987,MAP2K4/MAP2K6/MAP3K3/MAP3K8/IRAK1/IRAK3/IRAK4/CHUK,8,Human
Upregulated_in_human_Monocytes,R-HSA-9020702,Interleukin-1 signaling,0.1,0.009847552315122,0.003104761326754,0.027252904979281,0.018761715619758,MAP2K4/MAP2K6/RIPK2,3,Human
Downregulated_in_human_Monocytes,R-HSA-9020702,Interleukin-1 signaling,0.064516129032258,0.009847552315122,0.003195237543377,0.01358722506763,0.007732694891005,MAP3K3/MAP3K7/IRAK3/IRAK4,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-448424,Interleukin-17 signaling,0.13953488372093,0.006817536218161,4.05768652992054E-07,8.0380837926045E-06,4.33226682141892E-06,MAPK1/MAPK7/MAP2K1/MAP2K3/RIPK2/DUSP7,6,Human
Downregulated_in_human_Dendritic_cells,R-HSA-448424,Interleukin-17 signaling,0.132743362831858,0.006817536218161,7.3914798282639E-16,4.08748834502993E-14,2.55200566702164E-14,RPS6KA2/RPS6KA5/MAPKAPK2/MAPKAPK3/VRK3/MAPK14/MAPK3/MAPK9/MAP2K4/MAP2K6/MAP2K7/MAP3K8/IRAK1/CHUK/DUSP4,15,Human
Upregulated_in_human_Monocytes,R-HSA-448424,Interleukin-17 signaling,0.133333333333333,0.006817536218161,4.75948830604726E-05,0.002744883908624,0.001889660252439,MAPK7/MAP2K4/MAP2K6/RIPK2,4,Human
Downregulated_in_human_Monocytes,R-HSA-448424,Interleukin-17 signaling,0.17741935483871,0.006817536218161,2.5777548520896E-13,6.17304451421456E-12,3.51317281780632E-12,RPS6KA5/MAPKAPK2/MAPKAPK3/VRK3/MAPK1/MAPK14/MAPK3/MAPK8/MAPK9/MAP2K7/MAP3K7,11,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-448424,Interleukin-17 signaling,0.125,0.00654857756307,5.62478603235169E-06,0.000141642339178,8.55828688175999E-05,Rps6ka2/Mapkapk2/Mapk9/Map3k8/Ripk2,5,Mouse
Downregulated_in_murine_Dendritic_cells,R-MMU-448424,Interleukin-17 signaling,0.086206896551724,0.00654857756307,3.5789394033458E-05,0.00052539308563,0.000337341447171,Rps6ka1/Mapk14/Mapk3/Map2k3/Dusp3,5,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-451927,Interleukin-2 family signaling,0.093023255813954,0.004166272133321,2.8731691821383E-05,0.000265608528838,0.000143154394338,JAK3/PTK2B/SYK/PIK3CA,4,Human
Upregulated_in_human_Dendritic_cells,R-HSA-9020558,Interleukin-2 signaling,0.069767441860465,0.00113625603636,1.34839026872621E-05,0.000136812280924,7.37373882512664E-05,JAK3/PTK2B/SYK,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-9020558,Interleukin-2 signaling,0.017699115044248,0.00113625603636,0.006982973078905,0.031141807359956,0.019443252715458,JAK1/LCK,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-9020956,Interleukin-27 signaling,0.017699115044248,0.00104156803333,0.005859909726887,0.027231345201416,0.017001772582211,JAK1/TYK2,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-512988,"Interleukin-3, 5 and GM-CSF signaling",0.116279069767442,0.004545024145441,1.32432388837921E-06,2.16934339632026E-05,1.16920582848233E-05,JAK3/LYN/SYK/TEC/PIK3CA,5,Human
Downregulated_in_human_Dendritic_cells,R-HSA-512988,"Interleukin-3, 5 and GM-CSF signaling",0.026548672566372,0.004545024145441,0.014549185655828,0.048468070287186,0.030260830026072,PRKACA/HCK/JAK1,3,Human
Downregulated_in_human_Monocytes,R-HSA-512988,"Interleukin-3, 5 and GM-CSF signaling",0.048387096774194,0.004545024145441,0.002761380630877,0.012691193808578,0.007222749975501,HCK/SYK/PIK3CA,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-8984722,Interleukin-35 Signalling,0.017699115044248,0.00113625603636,0.006982973078905,0.031141807359956,0.019443252715458,JAK1/TYK2,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-6785807,Interleukin-4 and 13 signaling,0.069767441860465,0.010226304327242,0.009539583754459,0.025937691776829,0.013979575780528,AKT1/PIM1/JAK3,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-1059683,Interleukin-6 signaling,0.017699115044248,0.00104156803333,0.005859909726887,0.027231345201416,0.017001772582211,JAK1/TYK2,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-109606,Intrinsic Pathway for Apoptosis,0.046511627906977,0.004166272133321,0.01374708447051,0.035520417016969,0.019144354313296,AKT1/AKT3,2,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-983712,Ion channel transport,0.125,0.018250134192163,0.000748947798775,0.004824617215366,0.00291512117516,Sgk1/Sgk3/Raf1/Mlkl/Wnk1,5,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-937039,IRAK1 recruits IKK complex,0.017699115044248,0.00142032004545,0.010879414164388,0.039740668406209,0.024811914413698,IRAK1/CHUK,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-975144,IRAK1 recruits IKK complex upon TLR7/8 or 9 stimulation,0.017699115044248,0.00142032004545,0.010879414164388,0.039740668406209,0.024811914413698,IRAK1/CHUK,2,Human
Downregulated_in_human_Monocytes,R-HSA-3270619,IRF3-mediated induction of type I IFN,0.032258064516129,0.00123094403939,0.002537186298782,0.01202520589527,0.006843726200663,TBK1/PRKDC,2,Human
Upregulated_in_human_Dendritic_cells,R-HSA-2428928,IRS-related events triggered by IGF1R,0.046511627906977,0.004639712148471,0.01687184746357,0.041530701448788,0.022383702956963,IGF1R/PIK3CA,2,Human
Downregulated_in_human_Dendritic_cells,R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,0.035398230088496,0.00217782406969,9.40492319599096E-05,0.000896710780583,0.000559857496966,MAPK9/MAP2K4/MAP2K7/IRAK1,4,Human
Upregulated_in_human_Monocytes,R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,0.066666666666667,0.00217782406969,0.001901769676429,0.020487246059712,0.014104033485478,MAP2K4/RIPK2,2,Human
Downregulated_in_human_Monocytes,R-HSA-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,0.064516129032258,0.00217782406969,8.77056532610539E-06,9.28048191483245E-05,5.28166235060447E-05,MAPK8/MAPK9/MAP2K7/MAP3K7,4,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-450321,JNK (c-Jun kinases) phosphorylation and  activation mediated by activated human TAK1,0.05,0.001825013419216,0.002347644001639,0.011408726113228,0.006893359118386,Mapk9/Ripk2,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-373760,L1CAM interactions,0.093023255813954,0.011267872360572,0.001347231092035,0.005838001398818,0.003146493668897,MAPK1/MAP2K1/SRC/CSNK2A1,4,Human
Downregulated_in_human_Monocytes,R-HSA-373760,L1CAM interactions,0.080645161290323,0.011267872360572,0.000647181752301,0.00403380407256,0.002295698789704,RPS6KA4/RPS6KA5/MAPK1/MAPK3/PAK1,5,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-373760,L1CAM interactions,0.075,0.007085346215781,0.00278372754435,0.012851542163084,0.007765134728977,Map2k1/Map2k2/Src,3,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-418889,Ligand-independent caspase activation via DCC,0.017699115044248,0.0009468800303,0.004828086897829,0.023838679058029,0.014883576151201,DAPK2/DAPK3,2,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-68886,M Phase,0.137931034482759,0.039935587761675,0.002000861193087,0.012572773355706,0.008072655835736,Prkcb/Csnk1e/Vrk1/Cdk1/Mapk3/Nek6/Nek9/Bub1b,8,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-1632852,Macroautophagy,0.035398230088496,0.006438784206041,0.005981399529147,0.027564282830154,0.017209640750529,PRKAA1/PIK3R4/ULK1/MTOR,4,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-1632852,Macroautophagy,0.051724137931035,0.006977992485239,0.007614178711295,0.033719934292877,0.021650706383449,Prkaa1/Pik3r4/Ulk1,3,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-450294,MAP kinase activation,0.13953488372093,0.006060032193921,1.99466088973916E-07,4.36725752700784E-06,2.35381035742072E-06,MAPK1/MAPK7/MAP2K1/MAP2K3/RIPK2/DUSP7,6,Human
Downregulated_in_human_Dendritic_cells,R-HSA-450294,MAP kinase activation,0.132743362831858,0.006060032193921,1.0946570951136E-16,2.61229815790498E-14,1.63097705490213E-14,RPS6KA2/RPS6KA5/MAPKAPK2/MAPKAPK3/VRK3/MAPK14/MAPK3/MAPK9/MAP2K4/MAP2K6/MAP2K7/MAP3K8/IRAK1/CHUK/DUSP4,15,Human
Upregulated_in_human_Monocytes,R-HSA-450294,MAP kinase activation,0.133333333333333,0.006060032193921,2.98616798291546E-05,0.002744883908624,0.001889660252439,MAPK7/MAP2K4/MAP2K6/RIPK2,4,Human
Downregulated_in_human_Monocytes,R-HSA-450294,MAP kinase activation,0.17741935483871,0.006060032193921,6.57236824531074E-14,1.75907503036258E-12,1.00111615377489E-12,RPS6KA5/MAPKAPK2/MAPKAPK3/VRK3/MAPK1/MAPK14/MAPK3/MAPK8/MAPK9/MAP2K7/MAP3K7,11,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-450294,MAP kinase activation,0.125,0.005797101449275,3.05648454603287E-06,9.57164435696452E-05,5.78336102130861E-05,Rps6ka2/Mapkapk2/Mapk9/Map3k8/Ripk2,5,Mouse
Downregulated_in_murine_Dendritic_cells,R-MMU-450294,MAP kinase activation,0.086206896551724,0.005797101449275,1.9667588509078E-05,0.000319364175314,0.000205055559393,Rps6ka1/Mapk14/Mapk3/Map2k3/Dusp3,5,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-5674135,MAP2K and MAPK activation,0.069767441860465,0.003787520121201,0.000559292250193,0.003070013084608,0.001654637618982,MAPK1/MAP2K1/SRC,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-5674135,MAP2K and MAPK activation,0.035398230088496,0.003787520121201,0.000843900577182,0.005555678799784,0.003468664026514,MAPK3/BRAF/RAF1/CSK,4,Human
Downregulated_in_human_Monocytes,R-HSA-5674135,MAP2K and MAPK activation,0.048387096774194,0.003787520121201,0.001630812644939,0.008628136667993,0.004910402823196,MAPK1/MAPK3/KSR1,3,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-5674135,MAP2K and MAPK activation,0.1,0.004294149221685,2.3831832021942E-05,0.000253900671926,0.000153411388319,Map2k1/Map2k2/Raf1/Src,4,Mouse
Downregulated_in_murine_Dendritic_cells,R-MMU-5674135,MAP2K and MAPK activation,0.051724137931035,0.004294149221685,0.001922104398934,0.012366747170498,0.00794037169768,Mapk3/Araf/Ksr1,3,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-5684264,MAP3K8 (TPL2)-dependent MAPK1/3 activation,0.026548672566372,0.00151500804848,0.00060345800437,0.004171403455205,0.002604397703069,MAP2K4/MAP3K8/CHUK,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,0.069767441860465,0.002935328093931,0.000261030859332,0.001751432862612,0.000943965586377,MAPK1/MAPK7/DUSP7,3,Human
Downregulated_in_human_Dendritic_cells,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,0.070796460176991,0.002935328093931,8.59728322612682E-10,1.98095734335339E-08,1.23680214832E-08,RPS6KA2/RPS6KA5/MAPKAPK2/VRK3/MAPK14/MAPK3/MAPK9/DUSP4,8,Human
Downregulated_in_human_Monocytes,R-HSA-450282,MAPK targets/ Nuclear events mediated by MAP kinases,0.129032258064516,0.002935328093931,6.2740117220397E-12,1.24116318849046E-10,7.0636470646305E-11,RPS6KA5/MAPKAPK2/VRK3/MAPK1/MAPK14/MAPK3/MAPK8/MAPK9,8,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-450282,MAPK targets/ Nuclear events mediated by MAP kinases,0.075,0.00300590445518,0.000223092333396,0.001626225693437,0.000982595041826,Rps6ka2/Mapkapk2/Mapk9,3,Mouse
Downregulated_in_murine_Dendritic_cells,R-MMU-450282,MAPK targets/ Nuclear events mediated by MAP kinases,0.068965517241379,0.00300590445518,2.47863918478476E-05,0.000384189073642,0.000246677966715,Rps6ka1/Mapk14/Mapk3/Dusp3,4,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-5684996,MAPK1/MAPK3 signaling,0.186046511627907,0.023577312754474,6.05925521639885E-06,7.20185762863407E-05,3.88156800328709E-05,MAPK1/MAP2K1/JAK3/SRC/DUSP1/DUSP5/DUSP10/DUSP7,8,Human
Downregulated_in_human_Dendritic_cells,R-HSA-5684996,MAPK1/MAPK3 signaling,0.088495575221239,0.023577312754474,0.000327195596838,0.002622306739874,0.00163722586976,CDK1/MAPK3/MAP3K11/BRAF/RAF1/CSK/JAK1/PDGFRB/TYK2/DUSP4,10,Human
Upregulated_in_human_Monocytes,R-HSA-5684996,MAPK1/MAPK3 signaling,0.133333333333333,0.023577312754474,0.005103869526084,0.035243366873122,0.024262588786738,RAF1/MET/PDGFRB/DUSP10,4,Human
Downregulated_in_human_Monocytes,R-HSA-5684996,MAPK1/MAPK3 signaling,0.080645161290323,0.023577312754474,0.015205114474836,0.041929255066972,0.023862571998786,CDK1/MAPK1/MAPK3/KSR1/DUSP1,5,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-5684996,MAPK1/MAPK3 signaling,0.175,0.025228126677402,5.44958601852681E-05,0.000503178442377,0.00030402953577,Map2k1/Map2k2/Raf1/Met/Src/Dusp1/Dusp16,7,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-110056,MAPK3 (ERK1) activation,0.035398230088496,0.0009468800303,2.48347509557519E-06,3.81489368848078E-05,2.38181237236451E-05,CDK1/MAPK3/JAK1/TYK2,4,Human
Downregulated_in_human_Monocytes,R-HSA-110056,MAPK3 (ERK1) activation,0.032258064516129,0.0009468800303,0.001480461601818,0.00821475644911,0.004675141900477,CDK1/MAPK3,2,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-110056,MAPK3 (ERK1) activation,0.03448275862069,0.001073537305421,0.00166058557026,0.011325193589176,0.00727161681293,Cdk1/Mapk3,2,Mouse
Downregulated_in_human_Monocytes,R-HSA-5687128,MAPK6/MAPK4 signaling,0.064516129032258,0.008427232269671,0.001811295288774,0.009365219959,0.005329888050698,MAPKAPK5/CDK1/PAK1/PAK2,4,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-5687128,MAPK6/MAPK4 signaling,0.068965517241379,0.007622114868492,0.000964011946372,0.007826858897923,0.005025425685346,Prkaca/Prkacb/Cdk1/Pak1,4,Mouse
Upregulated_in_murine_Dendritic_cells,R-MMU-8874081,MET activates PTK2 signaling,0.05,0.003220611916264,0.007249183243534,0.02642136524288,0.015964267807782,Met/Src,2,Mouse
Upregulated_in_murine_Dendritic_cells,R-MMU-8875878,MET promotes cell motility,0.05,0.004294149221685,0.012652220327885,0.04075191896307,0.024623048128931,Met/Src,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-5205647,Mitophagy,0.046511627906977,0.00274595208787,0.006131722461881,0.019198480157739,0.010347358991899,SRC/CSNK2A1,2,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-5205647,Mitophagy,0.03448275862069,0.002683843263553,0.010427278084857,0.039507798077068,0.025366945516376,Pink1/Ulk1,2,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-453279,Mitotic G1-G1/S phases,0.162790697674419,0.014013824448442,1.94493601501439E-06,2.83879079661242E-05,1.53001629473291E-05,AKT1/AKT3/CDK2/CDK7/LYN/SRC/CDC7,7,Human
Downregulated_in_human_Dendritic_cells,R-HSA-453279,Mitotic G1-G1/S phases,0.053097345132743,0.014013824448442,0.005060689023785,0.024766026815516,0.015462561712171,CDK1/CDK4/CDK6/DYRK1A/ABL1/WEE1,6,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-453279,Mitotic G1-G1/S phases,0.068965517241379,0.013633923778851,0.007925703525193,0.034207178778515,0.021963553591391,Cdk2/Cdk4/Cdk6/Abl1,4,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-453274,Mitotic G2-G2/M phases,0.093023255813954,0.018653536596913,0.00821295226878,0.022777254292084,0.012276202338598,CDK11B/CDK2/CDK7/PKMYT1,4,Human
Downregulated_in_human_Monocytes,R-HSA-68875,Mitotic Prophase,0.064516129032258,0.013351008427232,0.009336225418077,0.03034273260875,0.017268507164263,VRK1/CDK1/MAPK1/MAPK3,4,Human
Downregulated_in_murine_Dendritic_cells,R-MMU-68875,Mitotic Prophase,0.086206896551724,0.013526570048309,0.00108011846146,0.008370918076312,0.005374752152718,Prkcb/Cdk1/Mapk3/Nek6/Nek9,5,Mouse
Downregulated_in_human_Dendritic_cells,R-HSA-165159,mTOR signalling,0.04424778761062,0.003882208124231,7.07240325303176E-05,0.000711689319442,0.000444340148048,RPS6KB1/PRKAA1/STK11/EEF2K/MTOR,5,Human
Downregulated_in_human_Dendritic_cells,R-HSA-166208,mTORC1-mediated signalling,0.026548672566372,0.00227251207272,0.002049374008922,0.012318519857974,0.007691014587257,RPS6KB1/EEF2K/MTOR,3,Human
Upregulated_in_human_Dendritic_cells,R-HSA-975871,MyD88 cascade initiated on plasma membrane,0.162790697674419,0.008143168260581,4.71058874127917E-08,2.79943559481734E-06,1.50880511562776E-06,MAPK1/MAPK7/MAP2K1/MAP2K3/MAP3K1/RIPK2/DUSP7,7,Human
Downregulated_in_human_Dendritic_cells,R-HSA-975871,MyD88 cascade initiated on plasma membrane,0.141592920353982,0.008143168260581,5.14576122902454E-16,3.16178439961175E-14,1.97404641300591E-14,RPS6KA2/RPS6KA5/MAPKAPK2/MAPKAPK3/VRK3/MAPK14/MAPK3/MAPK9/MAP2K4/MAP2K6/MAP2K7/MAP3K8/IRAK1/IRAK4/CHUK/DUSP4,16,Human
Upregulated_in_human_Monocytes,R-HSA-975871,MyD88 cascade initiated on plasma membrane,0.133333333333333,0.008143168260581,9.55676004858942E-05,0.002744883908624,0.001889660252439,MAPK7/MAP2K4/MAP2K6/RIPK2,4,Human
Downregulated_in_human_Monocytes,R-HSA-975871,MyD88 cascade initiated on plasma membrane,0.209677419354839,0.008143168260581,1.62613965759189E-15,8.22103938004786E-14,4.678717611317E-14,RPS6KA5/MAPKAPK2/MAPKAPK3/VRK3/MAPK1/MAPK14/MAPK3/MAPK8/MAPK9/MAP2K7/MAP3K1/MAP3K7/IRAK4,13,Human
Upregulated_in_murine_Dendritic_cells,R-MMU-975871,MyD88 cascade initiated on plasma membrane,0.125,0.007836822329576,1.3676618912997E-05,0.000184100857859,0.00011123707543,Rps6ka2/Mapkapk2/Mapk9/Map3k8/Ripk2,5,Mouse
Downregulated_in_murine_Dendritic_cells,R-MMU-975871,MyD88 cascade initiated on plasma membrane,0.103448275862069,0.007836822329576,5.5150571086479E-06,0.000119810628846,7.69273369348342E-05,Rps6ka1/Mapk14/Mapk3/Map2k3/Map3k1/Dusp3,6,Mouse
Upregulated_in_human_Dendritic_cells,R-HSA-975155,MyD88 dependent cascade initiated on endosome,0.162790697674419,0.009090048290882,1.0140725896885E-07,3.24503228700319E-06,1.74896730043441E-06,MAPK1/MAPK7/MAP2K1/MAP2K3/MAP3K1/RIPK2/DUSP7,7,Human
Downregulated_in_human_Dendritic_cells,R-HSA-975155,MyD88 dependent cascade initiated on endosome,0.141592920353982,0.009090048290882,3.2304922829355E-15,1.11653889528958E-13,6.97106229475555E-14,RPS6KA2/RPS6KA5/MAPKAPK2/MAPKAPK3/VRK3/MAPK14/MAPK3/MAPK9/MAP2K4/MAP2K6/MAP2K7/MAP3K8/IRAK1/IRAK4/CHUK/DUSP4,16,Human
Upregulated_in_human_Monocytes,R-HSA-975155,MyD88 dependent cascade initiated on endosome,0.133333333333333,0.009090048290882,0.000146582016885,0.002744883908624,0.001889660252439,MAPK7/MAP2K4/MAP2K6/RIPK2,4,Human
